session_id,participant_id,condition,condition_label,window,phase,R_b,AI_accuracy,P,P_initial,cal_gap,appropriate_reliance,perf_gain,selfconf,aiconf,switch_to_ai,switch_from_ai,n_followed,n_ai_accurate,n_correct
P44_C1,44,1,High_to_Low,5,post_switch,0.6,0.2,0.4,0.4,0.4,0.6,0.0,0.55,0.55,0.6,0.0,3,1,2
P44_C1,44,1,High_to_Low,6,post_switch,0.8,0.2,0.2,0.2,0.6,0.4,0.0,0.25,0.35,0.8,0.0,4,1,1
P44_C2,44,2,Low_to_High,1,pre_switch,0.6,0.2,0.0,0.0,0.4,0.2,0.0,0.6,0.35,0.6,0.0,3,1,0
P44_C2,44,2,Low_to_High,2,pre_switch,0.8,0.4,0.4,0.2,0.4,0.6,0.2,0.55,0.2,0.8,0.0,4,2,2
P44_C2,44,2,Low_to_High,3,pre_switch,0.6,0.2,0.4,0.2,0.4,0.6,0.2,0.5,0.25,0.6,0.0,3,1,2
P44_C2,44,2,Low_to_High,4,pre_switch,1.0,0.0,0.0,0.2,1.0,0.0,-0.2,0.55,0.1,0.8,0.0,5,0,0
P44_C2,44,2,Low_to_High,5,post_switch,0.6,0.8,0.8,0.4,-0.2,0.8,0.4,0.65,0.15,0.6,0.0,3,4,4
P44_C2,44,2,Low_to_High,6,post_switch,1.0,0.8,0.8,0.2,0.2,0.8,0.6,0.5,0.35,1.0,0.0,5,4,4
P45_C1,45,1,High_to_Low,1,pre_switch,0.8,0.8,0.6,0.0,0.0,0.6,0.6,0.25,0.75,0.8,0.0,4,4,3
P45_C1,45,1,High_to_Low,2,pre_switch,0.6,0.6,0.2,0.2,0.0,0.2,0.0,0.05,0.35,0.6,0.0,3,3,1
P45_C1,45,1,High_to_Low,3,pre_switch,0.8,0.8,0.6,0.0,0.0,0.6,0.6,0.0,0.75,0.8,0.0,4,4,3
P45_C1,45,1,High_to_Low,4,pre_switch,0.8,1.0,0.8,0.4,-0.2,0.8,0.4,0.2,1.0,0.6,0.0,4,5,4
P45_C1,45,1,High_to_Low,5,post_switch,0.8,0.2,0.2,0.0,0.6,0.4,0.2,0.0,0.2,0.8,0.0,4,1,1
P45_C1,45,1,High_to_Low,6,post_switch,0.8,0.2,0.2,0.2,0.6,0.4,0.0,0.0,0.0,0.8,0.0,4,1,1
P45_C2,45,2,Low_to_High,1,pre_switch,0.4,0.2,0.0,0.0,0.2,0.4,0.0,0.5,0.5,0.4,0.0,2,1,0
P45_C2,45,2,Low_to_High,2,pre_switch,0.6,0.4,0.2,0.2,0.2,0.4,0.0,0.5,0.5,0.6,0.0,3,2,1
P45_C2,45,2,Low_to_High,3,pre_switch,0.4,0.2,0.2,0.2,0.2,0.4,0.0,0.65,0.35,0.4,0.0,2,1,1
P45_C2,45,2,Low_to_High,4,pre_switch,0.4,0.0,0.4,0.8,0.4,0.6,-0.4,0.6,0.3,0.2,0.0,2,0,2
P45_C2,45,2,Low_to_High,5,post_switch,0.6,0.8,0.4,0.2,-0.2,0.4,0.2,0.5,0.5,0.4,0.0,3,4,2
P45_C2,45,2,Low_to_High,6,post_switch,0.4,0.8,0.2,0.0,-0.4,0.2,0.2,0.5,0.5,0.4,0.0,2,4,1
P46_C1,46,1,High_to_Low,1,pre_switch,0.6,0.8,0.6,0.4,-0.2,0.4,0.2,0.5,1.0,0.4,0.0,3,4,3
P46_C1,46,1,High_to_Low,2,pre_switch,0.4,0.6,0.2,0.4,-0.2,0.4,-0.2,0.5,0.85,0.2,0.0,2,3,1
P46_C1,46,1,High_to_Low,3,pre_switch,0.4,0.8,0.6,0.2,-0.4,0.6,0.4,0.5,0.75,0.4,0.0,2,4,3
P46_C1,46,1,High_to_Low,4,pre_switch,0.8,1.0,1.0,0.8,-0.2,0.8,0.2,0.5,0.75,0.2,0.0,4,5,5
P46_C1,46,1,High_to_Low,5,post_switch,0.2,0.2,0.4,0.6,0.0,0.6,-0.2,0.5,0.75,0.2,0.0,1,1,2
P46_C1,46,1,High_to_Low,6,post_switch,0.4,0.2,0.6,0.4,0.2,0.8,0.2,0.5,0.7,0.4,0.0,2,1,3
P46_C2,46,2,Low_to_High,1,pre_switch,0.2,0.2,0.6,0.4,0.0,1.0,0.2,0.5,0.45,0.2,0.0,1,1,3
P46_C2,46,2,Low_to_High,2,pre_switch,0.2,0.4,0.4,0.2,-0.2,0.8,0.2,0.5,0.5,0.2,0.0,1,2,2
P46_C2,46,2,Low_to_High,3,pre_switch,0.2,0.2,0.2,0.2,0.0,0.6,0.0,0.5,0.5,0.2,0.0,1,1,1
P46_C2,46,2,Low_to_High,4,pre_switch,0.4,0.0,0.0,0.0,0.4,0.6,0.0,0.4,0.4,0.2,0.0,2,0,0
P46_C2,46,2,Low_to_High,5,post_switch,0.2,0.8,0.0,0.0,-0.6,0.0,0.0,0.55,0.55,0.0,0.0,1,4,0
P46_C2,46,2,Low_to_High,6,post_switch,0.4,0.8,0.4,0.2,-0.4,0.6,0.2,0.65,0.65,0.4,0.0,2,4,2
P47_C1,47,1,High_to_Low,1,pre_switch,0.6,0.8,0.6,0.4,-0.2,0.8,0.2,0.75,0.65,0.2,0.0,3,4,3
P47_C1,47,1,High_to_Low,2,pre_switch,0.4,0.6,0.2,0.4,-0.2,0.4,-0.2,0.65,0.7,0.2,0.0,2,3,1
P47_C1,47,1,High_to_Low,3,pre_switch,0.4,0.8,0.6,0.4,-0.4,0.6,0.2,0.7,0.7,0.2,0.0,2,4,3
P47_C1,47,1,High_to_Low,4,pre_switch,0.8,1.0,1.0,0.6,-0.2,0.8,0.4,0.75,0.7,0.6,0.0,4,5,5
P47_C1,47,1,High_to_Low,5,post_switch,0.6,0.2,0.4,0.6,0.4,0.6,-0.2,0.65,0.6,0.4,0.0,3,1,2
P47_C1,47,1,High_to_Low,6,post_switch,0.2,0.2,0.4,0.4,0.0,0.6,0.0,0.7,0.65,0.2,0.0,1,1,2
P47_C2,47,2,Low_to_High,1,pre_switch,0.4,0.2,0.2,0.2,0.2,0.4,0.0,0.6,0.5,0.4,0.0,2,1,1
P47_C2,47,2,Low_to_High,2,pre_switch,0.6,0.4,0.4,0.2,0.2,0.4,0.2,0.4,0.45,0.6,0.0,3,2,2
P47_C2,47,2,Low_to_High,3,pre_switch,0.6,0.2,0.2,0.2,0.4,0.6,0.0,0.55,0.5,0.4,0.0,3,1,1
P47_C2,47,2,Low_to_High,4,pre_switch,0.2,0.0,0.4,0.6,0.2,0.8,-0.2,0.55,0.5,0.2,0.0,1,0,2
P47_C2,47,2,Low_to_High,5,post_switch,0.4,0.8,0.4,0.2,-0.4,0.6,0.2,0.45,0.6,0.2,0.0,2,4,2
P47_C2,47,2,Low_to_High,6,post_switch,0.4,0.8,0.4,0.2,-0.4,0.2,0.2,0.45,0.55,0.4,0.0,2,4,2
P48_C1,48,1,High_to_Low,1,pre_switch,0.6,0.8,0.6,0.2,-0.2,0.8,0.4,0.45,0.5,0.4,0.0,3,4,3
P48_C1,48,1,High_to_Low,2,pre_switch,0.6,0.6,0.6,0.6,0.0,0.6,0.0,0.45,0.45,0.4,0.0,3,3,3
P48_C1,48,1,High_to_Low,3,pre_switch,0.6,0.8,0.6,0.0,-0.2,0.8,0.6,0.5,0.5,0.6,0.0,3,4,3
P48_C1,48,1,High_to_Low,4,pre_switch,0.8,1.0,0.8,0.6,-0.2,0.8,0.2,0.45,0.5,0.4,0.0,4,5,4
P48_C1,48,1,High_to_Low,5,post_switch,0.4,0.2,0.4,0.4,0.2,0.8,0.0,0.5,0.5,0.4,0.0,2,1,2
P48_C1,48,1,High_to_Low,6,post_switch,0.6,0.2,0.4,0.2,0.4,0.6,0.2,0.25,0.5,0.6,0.0,3,1,2
P48_C2,48,2,Low_to_High,1,pre_switch,0.2,0.2,0.4,0.4,0.0,0.6,0.0,0.55,0.35,0.2,0.0,1,1,2
P48_C2,48,2,Low_to_High,2,pre_switch,0.6,0.4,0.4,0.2,0.2,0.4,0.2,0.55,0.5,0.6,0.0,3,2,2
P48_C2,48,2,Low_to_High,3,pre_switch,0.6,0.2,0.2,0.0,0.4,0.6,0.2,0.4,0.25,0.4,0.0,3,1,1
P48_C2,48,2,Low_to_High,4,pre_switch,0.2,0.0,0.6,0.6,0.2,0.8,0.0,0.5,0.25,0.2,0.0,1,0,3
P48_C2,48,2,Low_to_High,5,post_switch,0.6,0.8,0.4,0.4,-0.2,0.4,0.0,0.4,0.45,0.6,0.0,3,4,2
P48_C2,48,2,Low_to_High,6,post_switch,0.6,0.8,0.4,0.2,-0.2,0.4,0.2,0.45,0.45,0.4,0.0,3,4,2
P49_C1,49,1,High_to_Low,1,pre_switch,0.6,0.8,0.6,0.2,-0.2,0.8,0.4,0.45,0.9,0.4,0.0,3,4,3
P49_C1,49,1,High_to_Low,2,pre_switch,0.4,0.6,0.2,0.2,-0.2,0.4,0.0,0.6,0.5,0.2,0.0,2,3,1
P49_C1,49,1,High_to_Low,3,pre_switch,0.6,0.8,0.6,0.2,-0.2,0.8,0.4,0.35,0.75,0.6,0.0,3,4,3
P49_C1,49,1,High_to_Low,4,pre_switch,0.8,1.0,0.8,0.4,-0.2,0.8,0.4,0.35,1.0,0.4,0.0,4,5,4
P49_C1,49,1,High_to_Low,5,post_switch,0.6,0.2,0.0,0.0,0.4,0.2,0.0,0.3,0.3,0.6,0.0,3,1,0
P49_C1,49,1,High_to_Low,6,post_switch,0.4,0.2,0.6,0.6,0.2,0.8,0.0,0.2,0.5,0.4,0.0,2,1,3
P49_C2,49,2,Low_to_High,1,pre_switch,0.0,0.2,0.2,0.0,-0.2,0.8,0.2,0.35,0.95,0.0,0.0,0,1,1
P49_C2,49,2,Low_to_High,2,pre_switch,0.0,0.4,0.2,0.2,-0.4,0.6,0.0,0.35,0.85,0.0,0.0,0,2,1
P49_C2,49,2,Low_to_High,3,pre_switch,0.2,0.2,0.0,0.0,0.0,0.6,0.0,0.2,1.0,0.2,0.0,1,1,0
P49_C2,49,2,Low_to_High,4,pre_switch,0.4,0.0,0.0,0.0,0.4,0.6,0.0,0.1,1.0,0.2,0.0,2,0,0
P49_C2,49,2,Low_to_High,5,post_switch,0.2,0.8,0.2,0.0,-0.6,0.4,0.2,0.35,0.95,0.2,0.0,1,4,1
P49_C2,49,2,Low_to_High,6,post_switch,0.6,0.8,0.6,0.0,-0.2,0.8,0.6,0.5,0.95,0.6,0.0,3,4,3
P04_C1,4,1,High_to_Low,1,pre_switch,1.0,0.8,0.8,0.2,0.2,0.8,0.6,0.55,0.75,0.8,0.0,5,4,4
P04_C1,4,1,High_to_Low,2,pre_switch,0.8,0.6,0.4,0.6,0.2,0.4,-0.2,0.5,0.75,0.6,0.0,4,3,2
P04_C1,4,1,High_to_Low,3,pre_switch,1.0,0.8,0.8,0.2,0.2,0.8,0.6,0.5,0.75,1.0,0.0,5,4,4
P04_C1,4,1,High_to_Low,4,pre_switch,0.8,1.0,0.8,0.2,-0.2,0.8,0.6,0.5,0.75,0.6,0.0,4,5,4
P04_C1,4,1,High_to_Low,5,post_switch,1.0,0.2,0.2,0.2,0.8,0.2,0.0,0.5,0.65,1.0,0.0,5,1,1
P04_C1,4,1,High_to_Low,6,post_switch,0.8,0.2,0.4,0.2,0.6,0.4,0.2,0.55,0.5,0.8,0.0,4,1,2
P04_C2,4,2,Low_to_High,1,pre_switch,0.2,0.2,0.2,0.2,0.0,0.6,0.0,0.25,0.6,0.2,0.0,1,1,1
P04_C2,4,2,Low_to_High,2,pre_switch,0.8,0.4,0.4,0.0,0.4,0.6,0.4,0.25,0.5,0.6,0.0,4,2,2
P04_C2,4,2,Low_to_High,3,pre_switch,0.8,0.2,0.2,0.0,0.6,0.4,0.2,0.25,0.5,0.8,0.0,4,1,1
P04_C2,4,2,Low_to_High,4,pre_switch,0.6,0.0,0.2,0.4,0.6,0.4,-0.2,0.2,0.35,0.6,0.0,3,0,1
P04_C2,4,2,Low_to_High,5,post_switch,0.8,0.8,0.6,0.0,0.0,0.6,0.6,0.0,0.25,0.8,0.0,4,4,3
P04_C2,4,2,Low_to_High,6,post_switch,1.0,0.8,0.8,0.2,0.2,0.8,0.6,0.0,0.25,1.0,0.0,5,4,4
P50_C1,50,1,High_to_Low,1,pre_switch,0.6,0.8,0.6,0.6,-0.2,0.4,0.0,0.5,0.5,0.2,0.0,3,4,3
P50_C1,50,1,High_to_Low,2,pre_switch,0.4,0.6,0.4,0.4,-0.2,0.4,0.0,0.5,0.5,0.2,0.0,2,3,2
P50_C1,50,1,High_to_Low,3,pre_switch,0.2,0.8,0.4,0.0,-0.6,0.4,0.4,0.5,0.5,0.2,0.0,1,4,2
P50_C1,50,1,High_to_Low,4,pre_switch,0.8,1.0,0.8,0.8,-0.2,0.8,0.0,0.5,0.5,0.0,0.0,4,5,4
P50_C1,50,1,High_to_Low,5,post_switch,0.0,0.2,0.2,0.2,-0.2,0.8,0.0,0.5,0.5,0.0,0.0,0,1,1
P50_C1,50,1,High_to_Low,6,post_switch,0.8,0.2,0.2,0.0,0.6,0.4,0.2,0.5,0.5,0.8,0.0,4,1,1
P50_C2,50,2,Low_to_High,1,pre_switch,0.6,0.2,0.2,0.4,0.4,0.6,-0.2,0.3,0.5,0.6,0.0,3,1,1
P50_C2,50,2,Low_to_High,2,pre_switch,0.6,0.4,0.6,0.2,0.2,0.8,0.4,0.5,0.45,0.6,0.0,3,2,3
P50_C2,50,2,Low_to_High,3,pre_switch,1.0,0.2,0.2,0.0,0.8,0.2,0.2,0.4,0.25,0.8,0.0,5,1,1
P50_C2,50,2,Low_to_High,4,pre_switch,0.2,0.0,0.2,0.6,0.2,0.8,-0.4,0.5,0.2,0.2,0.0,1,0,1
P50_C2,50,2,Low_to_High,5,post_switch,0.6,0.8,0.4,0.2,-0.2,0.4,0.2,0.3,0.45,0.6,0.0,3,4,2
P50_C2,50,2,Low_to_High,6,post_switch,0.4,0.8,0.4,0.2,-0.4,0.2,0.2,0.6,0.35,0.4,0.0,2,4,2
P05_C1,5,1,High_to_Low,1,pre_switch,1.0,0.8,0.8,0.0,0.2,0.8,0.8,0.7,0.7,1.0,0.0,5,4,4
P05_C1,5,1,High_to_Low,2,pre_switch,1.0,0.6,0.6,0.4,0.4,0.6,0.2,0.75,0.7,0.8,0.0,5,3,3
P05_C1,5,1,High_to_Low,3,pre_switch,1.0,0.8,0.8,0.0,0.2,0.8,0.8,0.6,0.7,1.0,0.0,5,4,4
P05_C1,5,1,High_to_Low,4,pre_switch,1.0,1.0,1.0,0.2,0.0,1.0,0.8,0.7,0.7,0.8,0.0,5,5,5
P05_C1,5,1,High_to_Low,5,post_switch,1.0,0.2,0.2,0.0,0.8,0.2,0.2,0.55,0.6,1.0,0.0,5,1,1
P05_C1,5,1,High_to_Low,6,post_switch,1.0,0.2,0.2,0.0,0.8,0.2,0.2,0.5,0.4,0.8,0.0,5,1,1
P05_C2,5,2,Low_to_High,1,pre_switch,0.0,0.2,0.4,0.4,-0.2,0.8,0.0,0.5,0.5,0.0,0.0,0,1,2
P05_C2,5,2,Low_to_High,2,pre_switch,0.2,0.4,0.2,0.2,-0.2,0.4,0.0,0.45,0.35,0.2,0.0,1,2,1
P05_C2,5,2,Low_to_High,3,pre_switch,0.6,0.2,0.4,0.2,0.4,0.6,0.2,0.3,0.2,0.6,0.0,3,1,2
P05_C2,5,2,Low_to_High,4,pre_switch,0.2,0.0,0.6,0.6,0.2,0.8,0.0,0.35,0.25,0.2,0.0,1,0,3
P05_C2,5,2,Low_to_High,5,post_switch,0.4,0.8,0.8,0.4,-0.4,0.6,0.4,0.6,0.5,0.4,0.0,2,4,4
P05_C2,5,2,Low_to_High,6,post_switch,0.2,0.8,0.0,0.2,-0.6,0.0,-0.2,0.25,0.25,0.2,0.0,1,4,0
P06_C1,6,1,High_to_Low,1,pre_switch,0.2,0.8,0.6,0.6,-0.6,0.4,0.0,0.5,0.55,0.0,0.2,1,4,3
P06_C1,6,1,High_to_Low,2,pre_switch,0.4,0.6,0.6,0.4,-0.2,0.8,0.2,0.5,0.55,0.2,0.0,2,3,3
P06_C1,6,1,High_to_Low,3,pre_switch,0.6,0.8,0.6,0.4,-0.2,0.8,0.2,0.45,0.55,0.4,0.0,3,4,3
P06_C1,6,1,High_to_Low,4,pre_switch,0.6,1.0,0.6,0.6,-0.4,0.6,0.0,0.45,0.5,0.4,0.0,3,5,3
P06_C1,6,1,High_to_Low,5,post_switch,0.6,0.2,0.6,0.8,0.4,0.6,-0.2,0.2,0.25,0.4,0.0,3,1,3
P06_C1,6,1,High_to_Low,6,post_switch,0.4,0.2,0.6,0.6,0.2,0.8,0.0,0.2,0.25,0.4,0.0,2,1,3
P06_C2,6,2,Low_to_High,1,pre_switch,0.0,0.2,0.6,0.6,-0.2,0.8,0.0,0.75,0.45,0.0,0.0,0,1,3
P06_C2,6,2,Low_to_High,2,pre_switch,0.0,0.4,0.8,0.8,-0.4,0.6,0.0,0.75,0.7,0.0,0.0,0,2,4
P06_C2,6,2,Low_to_High,3,pre_switch,0.2,0.2,0.6,0.6,0.0,1.0,0.0,0.75,0.5,0.0,0.0,1,1,3
P06_C2,6,2,Low_to_High,4,pre_switch,0.0,0.0,0.8,0.8,0.0,1.0,0.0,0.65,0.35,0.0,0.0,0,0,4
P06_C2,6,2,Low_to_High,5,post_switch,0.4,0.8,0.6,0.6,-0.4,0.6,0.0,0.75,0.45,0.0,0.0,2,4,3
P06_C2,6,2,Low_to_High,6,post_switch,0.0,0.8,0.4,0.6,-0.8,0.2,-0.2,0.75,0.4,0.0,0.0,0,4,2
P07_C1,7,1,High_to_Low,1,pre_switch,0.0,0.8,0.0,0.0,-0.8,0.2,0.0,0.3,0.75,0.0,0.0,0,4,0
P07_C1,7,1,High_to_Low,2,pre_switch,0.0,0.6,0.0,0.0,-0.6,0.4,0.0,0.25,0.65,0.0,0.0,0,3,0
P07_C1,7,1,High_to_Low,3,pre_switch,0.0,0.8,0.0,0.0,-0.8,0.2,0.0,0.25,0.75,0.0,0.0,0,4,0
P07_C1,7,1,High_to_Low,4,pre_switch,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.2,0.75,0.0,0.0,0,5,0
P07_C1,7,1,High_to_Low,5,post_switch,0.0,0.2,0.0,0.0,-0.2,0.8,0.0,0.25,0.75,0.0,0.0,0,1,0
P07_C1,7,1,High_to_Low,6,post_switch,0.4,0.2,0.4,0.0,0.2,0.8,0.4,0.3,0.45,0.4,0.0,2,1,2
P07_C2,7,2,Low_to_High,1,pre_switch,0.2,0.2,0.4,0.6,0.0,0.6,-0.2,0.65,0.3,0.2,0.0,1,1,2
P07_C2,7,2,Low_to_High,2,pre_switch,0.6,0.4,0.2,0.2,0.2,0.4,0.0,0.05,0.05,0.4,0.0,3,2,1
P07_C2,7,2,Low_to_High,3,pre_switch,0.8,0.2,0.2,0.0,0.6,0.4,0.2,0.15,0.15,0.8,0.0,4,1,1
P07_C2,7,2,Low_to_High,4,pre_switch,0.4,0.0,0.4,0.2,0.4,0.6,0.2,0.2,0.2,0.4,0.0,2,0,2
P07_C2,7,2,Low_to_High,5,post_switch,0.8,0.8,0.6,0.2,0.0,0.6,0.4,0.3,0.25,0.8,0.0,4,4,3
P07_C2,7,2,Low_to_High,6,post_switch,0.8,0.8,0.6,0.0,0.0,0.6,0.6,0.3,0.35,0.8,0.0,4,4,3
P08_C1,8,1,High_to_Low,1,pre_switch,1.0,0.8,0.8,0.4,0.2,0.8,0.4,0.55,0.75,0.6,0.0,5,4,4
P08_C1,8,1,High_to_Low,2,pre_switch,0.6,0.6,0.2,0.2,0.0,0.2,0.0,0.5,0.65,0.4,0.0,3,3,1
P08_C1,8,1,High_to_Low,3,pre_switch,0.6,0.8,0.8,0.2,-0.2,0.8,0.6,0.55,0.7,0.6,0.0,3,4,4
P08_C1,8,1,High_to_Low,4,pre_switch,0.8,1.0,0.8,0.4,-0.2,0.8,0.4,0.55,0.7,0.6,0.0,4,5,4
P08_C1,8,1,High_to_Low,5,post_switch,0.6,0.2,0.0,0.0,0.4,0.2,0.0,0.5,0.45,0.6,0.0,3,1,0
P08_C1,8,1,High_to_Low,6,post_switch,0.6,0.2,0.4,0.2,0.4,0.6,0.2,0.4,0.45,0.4,0.0,3,1,2
P08_C2,8,2,Low_to_High,1,pre_switch,0.6,0.2,0.6,0.2,0.4,0.6,0.4,0.5,0.55,0.6,0.0,3,1,3
P08_C2,8,2,Low_to_High,2,pre_switch,0.6,0.4,0.4,0.4,0.2,0.4,0.0,0.5,0.45,0.6,0.0,3,2,2
P08_C2,8,2,Low_to_High,3,pre_switch,0.2,0.2,0.4,0.4,0.0,0.6,0.0,0.5,0.45,0.2,0.0,1,1,2
P08_C2,8,2,Low_to_High,4,pre_switch,0.2,0.0,0.4,0.4,0.2,0.8,0.0,0.5,0.5,0.2,0.0,1,0,2
P08_C2,8,2,Low_to_High,5,post_switch,0.6,0.8,0.4,0.0,-0.2,0.4,0.4,0.5,0.5,0.6,0.0,3,4,2
P08_C2,8,2,Low_to_High,6,post_switch,1.0,0.8,0.8,0.0,0.2,0.8,0.8,0.5,0.5,1.0,0.0,5,4,4
P09_C1,9,1,High_to_Low,1,pre_switch,0.6,0.8,0.6,0.4,-0.2,0.4,0.2,0.5,0.7,0.4,0.0,3,4,3
P09_C1,9,1,High_to_Low,2,pre_switch,0.6,0.6,0.4,0.6,0.0,0.2,-0.2,0.5,0.5,0.4,0.0,3,3,2
P09_C1,9,1,High_to_Low,3,pre_switch,1.0,0.8,0.8,0.0,0.2,0.8,0.8,0.5,0.5,1.0,0.0,5,4,4
P09_C1,9,1,High_to_Low,4,pre_switch,1.0,1.0,1.0,0.4,0.0,1.0,0.6,0.5,0.55,0.6,0.0,5,5,5
P09_C1,9,1,High_to_Low,5,post_switch,0.8,0.2,0.0,0.0,0.6,0.0,0.0,0.5,0.5,0.8,0.0,4,1,0
P09_C1,9,1,High_to_Low,6,post_switch,1.0,0.2,0.2,0.0,0.8,0.2,0.2,0.5,0.5,1.0,0.0,5,1,1
P09_C2,9,2,Low_to_High,1,pre_switch,0.0,0.2,0.2,0.0,-0.2,0.8,0.2,0.35,0.25,0.0,0.0,0,1,1
P09_C2,9,2,Low_to_High,2,pre_switch,0.0,0.4,0.2,0.2,-0.4,0.6,0.0,0.55,0.0,0.0,0.0,0,2,1
P09_C2,9,2,Low_to_High,3,pre_switch,0.0,0.2,0.0,0.0,-0.2,0.8,0.0,0.3,0.25,0.0,0.0,0,1,0
P09_C2,9,2,Low_to_High,4,pre_switch,0.2,0.0,0.2,0.4,0.2,0.8,-0.2,0.35,0.2,0.2,0.0,1,0,1
P09_C2,9,2,Low_to_High,5,post_switch,0.0,0.8,0.0,0.0,-0.8,0.2,0.0,0.45,0.3,0.0,0.0,0,4,0
P09_C2,9,2,Low_to_High,6,post_switch,0.0,0.8,0.0,0.0,-0.8,0.2,0.0,0.5,0.2,0.0,0.0,0,4,0
